	"Can_5_hg38.genes.results"	"Can_6_hg38.genes.results"	"CTR_1_hg38.genes.results"	"CTR_2_hg38.genes.results"
"ENSG00000230795_HLA-K"	4.00	3.00	6.00	10.00
"ENSG00000230796_AC064862.1"	0.00	0.00	0.00	0.00
"ENSG00000230797_YY2"	30.54	26.20	56.00	40.58
"ENSG00000230798_FOXD3-AS1"	0.00	0.00	0.00	0.00
"ENSG00000230799_AC007279.1"	0.00	1.00	1.00	3.00
"ENSG00000230801_AL160175.1"	0.00	0.00	0.00	0.00
"ENSG00000230803_AC097532.1"	0.00	0.00	0.00	0.00
"ENSG00000230804_C2orf27AP3"	0.00	0.00	0.00	0.00
"ENSG00000230805_AL132709.1"	1.00	2.00	1.00	2.00
"ENSG00000230806_SRGAP2-AS1"	0.00	0.00	0.00	0.00
"ENSG00000230807_AC099535.1"	0.00	0.00	0.00	0.00
"ENSG00000230809_RPS6P15"	0.00	0.00	0.00	0.00
"ENSG00000230813_AL356583.3"	0.00	0.00	0.00	0.00
"ENSG00000230814_USP9YP24"	0.00	0.00	0.00	0.00
"ENSG00000230815_AL807757.1"	0.00	0.00	0.00	0.00
"ENSG00000230817_LINC01362"	0.00	0.00	0.00	0.00
"ENSG00000230818_MTND2P16"	0.00	0.00	0.00	0.00
"ENSG00000230819_ZNF736P5Y"	0.00	0.00	0.00	0.00
"ENSG00000230820_AC000362.1"	0.00	0.00	0.00	0.00
"ENSG00000230821_AC245291.2"	0.00	0.00	0.00	0.00
"ENSG00000230823_CBX1P1"	0.00	0.00	0.00	0.00
"ENSG00000230825_AC005532.1"	0.00	0.00	0.00	0.00
"ENSG00000230826_AL390774.2"	0.00	0.00	0.00	0.00
"ENSG00000230828_AL583843.1"	0.00	0.00	0.00	0.00
"ENSG00000230829_AC025181.1"	0.00	0.00	0.00	0.00
"ENSG00000230830_ARPP21-AS1"	0.00	0.00	0.00	0.00
"ENSG00000230831_AC007349.2"	0.00	0.00	0.00	0.00
"ENSG00000230832_AC241584.1"	1.00	2.00	1.00	0.00
"ENSG00000230833_RPEP3"	0.00	0.00	0.00	0.00
"ENSG00000230834_AC068580.2"	0.00	0.00	0.00	0.00
"ENSG00000230835_AP001187.1"	0.00	0.00	0.00	0.00
"ENSG00000230836_LINC01293"	0.00	1.00	0.00	0.00
"ENSG00000230837_RPL31P2"	0.00	0.00	0.00	0.00
"ENSG00000230838_LINC01614"	1.00	2.00	0.00	1.00
"ENSG00000230839_AL121760.1"	0.00	0.00	0.00	0.00
"ENSG00000230840_AC097463.2"	0.00	0.00	0.00	0.00
"ENSG00000230841_RPL23AP15"	0.00	0.00	0.00	0.00
"ENSG00000230843_AL139824.1"	0.00	0.00	0.00	0.00
"ENSG00000230844_ZNF674-AS1"	30.00	33.00	36.00	23.00
"ENSG00000230845_GSTA10P"	0.00	0.00	0.00	0.00
"ENSG00000230846_AL158154.1"	0.00	0.00	0.00	0.00
"ENSG00000230847_AC044797.1"	4.23	1.98	0.00	0.00
"ENSG00000230848_AL360268.2"	0.00	0.00	0.00	0.00
"ENSG00000230849_GOT2P2"	0.00	1.00	0.00	3.00
"ENSG00000230851_AP006294.1"	0.00	0.00	0.00	0.00
"ENSG00000230852_AL161621.1"	0.00	0.00	0.00	0.00
"ENSG00000230853_RPL10P11"	0.00	0.00	0.00	0.00
"ENSG00000230854_USP9YP20"	0.00	0.00	0.00	0.00
"ENSG00000230859_YRDCP3"	0.00	0.00	0.00	0.00
"ENSG00000230860_CCNB1IP1P2"	0.00	0.00	0.00	0.00
"ENSG00000230863_AL096829.2"	0.00	0.00	0.00	0.00
"ENSG00000230864_AC099567.1"	0.00	0.00	0.00	0.00
"ENSG00000230865_TSEN15P1"	0.00	0.00	0.00	0.00
"ENSG00000230866_LINC02558"	0.00	0.00	0.00	0.00
"ENSG00000230867_AL157884.1"	0.00	0.00	0.00	0.00
"ENSG00000230869_AGAP10P"	6.62	1.53	3.77	16.61
"ENSG00000230870_FBXW11P1"	1.00	1.00	0.00	1.00
"ENSG00000230871_RPS6P23"	0.00	0.00	0.00	0.00
"ENSG00000230872_MFSD13B"	0.00	0.00	0.00	0.00
"ENSG00000230873_STMND1"	0.00	0.00	0.00	0.00
"ENSG00000230876_LINC00486"	0.00	0.00	0.00	0.00
"ENSG00000230879_RBMX2P4"	0.00	0.00	0.00	0.00
"ENSG00000230881_AL445933.2"	0.00	0.00	0.00	0.00
"ENSG00000230882_AC005077.4"	5.00	3.00	1.00	5.00
"ENSG00000230886_HMGB1P25"	0.00	0.00	0.00	0.00
"ENSG00000230889_SHC1P1"	0.00	0.00	0.00	0.00
"ENSG00000230891_LINC00692"	0.00	0.00	0.00	0.00
"ENSG00000230894_AL133284.1"	0.00	0.00	0.00	0.00
"ENSG00000230896_AL604028.1"	5.00	5.00	6.00	6.00
"ENSG00000230897_AC013248.2"	2.98	1.04	1.27	0.00
"ENSG00000230898_AL596087.2"	0.00	0.00	0.00	0.00
"ENSG00000230899_MAGEA8-AS1"	0.00	0.00	0.00	0.00
"ENSG00000230902_FAM204CP"	0.00	0.00	0.00	0.00
"ENSG00000230904_XKRYP2"	0.00	0.00	0.00	0.00
"ENSG00000230908_AL591074.1"	0.00	0.00	0.00	0.00
"ENSG00000230910_AL391807.1"	0.00	0.00	0.00	0.00
"ENSG00000230911_AP000907.1"	0.00	0.00	0.00	0.00
"ENSG00000230912_AL021707.4"	0.00	0.00	0.00	0.00
"ENSG00000230913_NPM1P51"	0.00	0.00	0.00	0.00
"ENSG00000230914_AC004840.1"	0.00	0.00	0.00	0.00
"ENSG00000230916_MTCO1P53"	0.00	0.00	0.00	0.00
"ENSG00000230918_AC008063.1"	1.00	0.00	0.00	1.00
"ENSG00000230920_AL513422.1"	0.00	0.00	0.00	0.00
"ENSG00000230921_HAO2-IT1"	0.00	0.00	0.00	0.00
"ENSG00000230922_AL079301.1"	0.00	0.00	0.00	0.00
"ENSG00000230923_LINC00309"	0.00	0.00	0.00	0.00
"ENSG00000230926_AC239367.2"	0.00	0.00	0.00	0.00
"ENSG00000230927_TMBIM7P"	0.00	0.00	0.00	0.00
"ENSG00000230928_AL139241.1"	0.00	0.00	1.00	0.00
"ENSG00000230929_AC099513.1"	0.00	0.00	0.00	0.00
"ENSG00000230931_GXYLT1P1"	0.00	0.00	0.00	0.00
"ENSG00000230932_AL355306.1"	0.00	0.00	0.00	0.00
"ENSG00000230934_BX276092.4"	0.00	0.00	0.00	0.00
"ENSG00000230935_RPS3P1"	0.00	0.00	0.00	0.00
"ENSG00000230936_AC073347.1"	0.00	0.00	0.00	0.00
"ENSG00000230937_MIR205HG"	0.00	0.00	0.00	0.00
"ENSG00000230939_AL591475.1"	0.00	0.00	0.00	0.00
"ENSG00000230941_AC002386.1"	0.00	0.00	0.00	0.00
"ENSG00000230942_HMGN1P5"	0.00	0.00	0.00	0.00
"ENSG00000230943_LINC02541"	0.00	0.00	0.00	1.00
"ENSG00000230944_AC026202.1"	0.00	0.00	0.00	0.00
"ENSG00000230945_LINC01507"	0.00	0.00	0.00	0.00
"ENSG00000230946_HNRNPA1P68"	0.00	1.00	0.00	1.00
"ENSG00000230947_AP000356.1"	0.00	0.00	0.00	0.00
"ENSG00000230948_AP001331.1"	0.00	0.00	0.00	0.00
"ENSG00000230950_MTND2P21"	0.00	0.00	0.00	0.00
"ENSG00000230951_GPS2P2"	0.00	0.00	0.00	0.00
"ENSG00000230952_AC099344.2"	0.00	0.00	0.00	0.00
"ENSG00000230953_AC099677.1"	1.00	0.00	0.00	0.00
"ENSG00000230955_AL929472.2"	11.00	1.00	5.00	5.00
"ENSG00000230956_AL024493.1"	0.00	0.00	0.00	0.00
"ENSG00000230958_AC093166.3"	0.00	0.00	0.00	0.00
"ENSG00000230960_AL109910.1"	0.00	0.00	0.00	0.00
"ENSG00000230962_LINC01520"	0.00	0.00	0.00	0.00
"ENSG00000230964_AC233266.1"	0.00	0.00	0.00	0.00
"ENSG00000230965_SNX18P13"	0.00	0.00	0.00	0.00
"ENSG00000230967_AL133387.3"	0.00	0.00	0.00	0.00
"ENSG00000230968_AC084149.2"	0.00	0.00	0.00	0.00
"ENSG00000230969_LINC02090"	0.00	0.00	0.00	0.00
"ENSG00000230970_HHATL-AS1"	0.00	0.00	0.00	0.00
"ENSG00000230971_AC005703.1"	0.00	0.00	1.00	0.00
"ENSG00000230972_AP001116.1"	0.00	0.00	0.00	0.00
"ENSG00000230973_AL049734.2"	0.00	0.00	0.00	0.00
"ENSG00000230975_AC012355.1"	0.00	0.00	0.00	0.00
"ENSG00000230977_AC023274.1"	0.00	0.00	0.00	0.00
"ENSG00000230978_LINC00160"	0.00	0.00	0.00	0.00
"ENSG00000230979_AC079250.1"	2.17	0.00	0.00	3.65
"ENSG00000230980_RPL36AP39"	0.00	0.00	0.00	0.00
"ENSG00000230982_DSTNP1"	6.00	4.00	9.00	5.00
"ENSG00000230986_DDX3P2"	0.00	0.00	0.00	0.00
"ENSG00000230987_AL359976.1"	0.00	0.00	0.00	0.00
"ENSG00000230988_RPL23AP11"	0.00	0.00	0.00	0.00
"ENSG00000230989_HSBP1"	1372.00	1213.00	1380.00	1541.00
"ENSG00000230990_AL049649.1"	0.00	0.00	0.00	0.00
"ENSG00000230991_AC092625.1"	0.00	0.00	0.00	0.00
"ENSG00000230992_FAM201B"	0.00	0.00	0.00	0.00
"ENSG00000230993_RPL12P15"	0.00	0.00	0.00	0.00
"ENSG00000230994_FGFR3P1"	0.00	0.00	0.00	0.00
"ENSG00000230997_RAB42P1"	0.00	0.00	0.00	0.00
"ENSG00000230999_MTND5P8"	0.00	0.00	0.00	0.00
"ENSG00000231001_CCNB1IP1P3"	0.00	0.00	0.00	0.00
"ENSG00000231004_CECR9"	0.00	0.00	0.00	0.00
"ENSG00000231005_RPL39P39"	0.00	0.00	0.00	0.00
"ENSG00000231006_RPL7P32"	0.00	0.00	1.03	0.00
"ENSG00000231007_CDC20P1"	1.00	0.00	0.00	1.00
"ENSG00000231009_CUBNP1"	0.00	0.00	0.00	0.00
"ENSG00000231010_AL121672.1"	3.00	0.00	1.00	0.00
"ENSG00000231011_AC092832.1"	0.00	0.00	0.00	0.00
"ENSG00000231013_AC013275.1"	0.00	0.00	0.00	0.00
"ENSG00000231015_AL049594.1"	0.00	0.00	0.00	0.00
"ENSG00000231017_AC013404.1"	0.00	0.00	0.00	0.00
"ENSG00000231018_EIF4A1P3"	0.00	0.00	0.00	0.00
"ENSG00000231019_AL354896.1"	0.00	0.00	0.00	0.00
"ENSG00000231020_AL591043.1"	0.00	0.00	0.00	0.00
"ENSG00000231022_RPS3AP9"	0.00	0.00	0.00	0.00
"ENSG00000231023_LINC00326"	0.00	0.00	0.00	0.00
"ENSG00000231024_AC092431.1"	0.00	1.00	0.00	0.00
"ENSG00000231026_XKRYP4"	0.00	0.00	0.00	0.00
"ENSG00000231028_LINC00271"	0.00	0.00	1.00	2.00
"ENSG00000231029_AL031733.1"	0.00	0.00	0.00	0.00
"ENSG00000231031_LINC01804"	0.00	0.00	0.00	0.00
"ENSG00000231032_AC114814.2"	0.00	0.00	0.00	0.00
"ENSG00000231034_AL118520.1"	0.00	0.00	0.00	0.00
"ENSG00000231035_RPL7L1P9"	1.00	0.00	0.00	1.00
"ENSG00000231039_AL355303.1"	0.00	0.00	0.00	0.00
"ENSG00000231040_LINC01911"	0.00	0.00	0.00	0.00
"ENSG00000231043_AC007238.1"	3.06	0.00	2.06	2.05
"ENSG00000231046_AL360227.1"	0.00	0.00	0.00	0.00
"ENSG00000231047_GCNT1P3"	0.00	0.00	0.00	0.00
"ENSG00000231049_OR52B5P"	0.00	0.00	1.00	0.00
"ENSG00000231050_AL109917.1"	1.00	1.00	2.00	2.00
"ENSG00000231051_USP17L28"	0.00	0.00	0.00	0.00
"ENSG00000231052_AL353614.1"	0.00	0.00	0.00	0.00
"ENSG00000231053_AL357752.1"	0.00	0.00	0.00	0.00
"ENSG00000231054_AC093833.1"	0.00	0.00	0.00	0.00
"ENSG00000231056_LINC02522"	0.00	0.00	0.00	0.00
"ENSG00000231057_AC096637.2"	0.00	0.00	0.00	0.00
"ENSG00000231058_MSANTD2P1"	0.00	0.00	0.00	0.00
"ENSG00000231060_FARSBP1"	0.00	0.00	0.00	0.00
"ENSG00000231061_LINC00395"	0.00	0.00	0.00	0.00
"ENSG00000231062_AC103563.2"	0.00	0.00	0.00	0.00
"ENSG00000231063_AC006994.1"	0.00	0.00	0.00	0.00
"ENSG00000231064_AC234582.1"	23.00	8.00	28.00	19.00
"ENSG00000231066_NPM1P9"	1.00	1.00	1.00	0.00
"ENSG00000231068_KRTAP21-3"	0.00	0.00	0.00	0.00
"ENSG00000231069_BX842568.3"	0.00	0.00	0.00	0.00
"ENSG00000231070_OR52Y1P"	0.00	0.00	0.00	0.00
"ENSG00000231071_AL133396.1"	0.00	0.00	0.00	0.00
"ENSG00000231072_GAPDHP64"	0.00	0.00	0.00	0.00
"ENSG00000231073_AL590133.1"	0.00	0.00	0.00	0.00
"ENSG00000231074_HCG18"	258.00	185.00	236.00	275.00
"ENSG00000231078_AL157414.2"	0.00	0.00	0.00	0.00
"ENSG00000231079_AC105402.3"	0.00	0.00	0.00	0.00
"ENSG00000231080_AL592161.1"	0.00	0.00	0.00	0.00
"ENSG00000231081_AL078587.1"	0.00	1.00	0.00	1.00
"ENSG00000231082_AL731544.1"	0.00	0.00	0.00	0.00
"ENSG00000231083_AC011747.1"	0.00	0.00	0.00	0.00
"ENSG00000231084_AL136133.1"	1.00	0.00	1.00	1.00
"ENSG00000231086_TSSK1A"	0.00	0.00	0.00	0.00
"ENSG00000231087_FDPSP7"	1.00	0.00	0.00	0.00
"ENSG00000231090_MIR4422HG"	0.00	0.00	0.00	0.00
"ENSG00000231092_AC012513.1"	0.00	0.00	0.00	0.00
"ENSG00000231093_AL391256.1"	0.00	0.00	0.00	0.00
"ENSG00000231095_GYG1P3"	0.00	0.00	0.00	0.00
"ENSG00000231096_NDUFB4P3"	0.00	0.00	0.00	0.00
"ENSG00000231098_AC008154.2"	0.00	0.00	0.00	0.00
"ENSG00000231099_BMS1P19"	0.00	0.00	0.00	0.00
"ENSG00000231100_AL606752.1"	0.00	0.00	0.00	0.00
"ENSG00000231102_AL035588.1"	0.00	0.00	0.00	0.00
"ENSG00000231103_PRAMEF30P"	0.00	0.00	0.00	0.00
"ENSG00000231104_AC022395.1"	5.00	0.00	3.00	2.00
"ENSG00000231105_AL031728.1"	4.00	2.00	5.00	3.00
"ENSG00000231106_LINC01436"	0.00	0.00	0.00	0.00
"ENSG00000231107_LINC01508"	0.00	0.00	0.00	0.00
"ENSG00000231108_PRELID3BP11"	0.00	0.00	0.00	0.00
"ENSG00000231110_FO393408.1"	0.00	0.00	0.00	0.00
"ENSG00000231112_MTHFD2P3"	0.00	0.00	0.00	0.00
"ENSG00000231113_AL035587.1"	1.00	4.00	4.00	3.00
"ENSG00000231114_AC078842.2"	0.00	0.00	0.00	0.00
"ENSG00000231119_AL031666.1"	3.00	3.00	6.00	3.00
"ENSG00000231120_BTF3P10"	0.00	1.00	2.00	2.00
"ENSG00000231122_FAM25E"	1.00	0.00	0.00	0.00
"ENSG00000231123_SPATA20P1"	0.00	0.00	0.00	0.00
"ENSG00000231124_UBE2V1P11"	0.00	0.00	0.00	0.00
"ENSG00000231125_AF129075.1"	0.00	2.00	1.00	2.00
"ENSG00000231128_AL137856.1"	0.00	0.00	0.00	0.00
"ENSG00000231130_HLA-T"	0.00	0.00	0.00	0.00
"ENSG00000231131_LINC01468"	0.00	0.00	0.00	0.00
"ENSG00000231132_AC022537.1"	0.00	0.00	0.00	0.00
"ENSG00000231133_HAR1B"	0.00	0.00	0.00	0.00
"ENSG00000231134_TCF7L1-IT1"	0.00	0.00	0.00	0.00
"ENSG00000231136_AP000705.1"	0.00	0.00	0.00	0.00
"ENSG00000231137_RBM22P5"	0.00	0.00	0.00	0.00
"ENSG00000231138_AC009987.1"	0.00	0.00	0.00	0.00
"ENSG00000231139_AC104843.2"	0.00	0.00	0.00	0.00
"ENSG00000231140_BX005214.2"	0.00	0.00	0.00	0.00
"ENSG00000231141_TTTY3"	0.00	0.00	0.00	0.00
"ENSG00000231143_AL157378.1"	0.00	0.00	0.00	0.00
"ENSG00000231144_EEF1A1P40"	0.00	0.00	0.00	0.00
"ENSG00000231147_ARHGAP42P2"	0.00	0.00	0.00	0.00
"ENSG00000231148_HMGB1P7"	0.00	0.00	0.00	0.00
"ENSG00000231149_AL354979.1"	0.00	0.00	0.00	0.00
"ENSG00000231150_AL034345.2"	0.00	0.00	0.00	0.00
"ENSG00000231152_MTND2P15"	0.00	0.00	0.00	0.00
"ENSG00000231153_AC002429.1"	0.00	0.00	0.00	0.00
"ENSG00000231154_MORF4L2-AS1"	0.00	0.00	1.00	2.00
"ENSG00000231156_AC093702.1"	0.00	0.00	0.00	0.00
"ENSG00000231158_PTP4A1P1"	0.00	0.00	0.00	0.00
"ENSG00000231159_OFD1P8Y"	0.00	0.00	0.00	0.00
"ENSG00000231160_KLF3-AS1"	6.00	11.00	8.00	7.00
"ENSG00000231162_COX11P1"	0.00	0.00	0.00	0.00
"ENSG00000231163_CSMD2-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231164_RPL7P56"	0.00	0.00	0.00	0.00
"ENSG00000231165_TRBV26OR9-2"	0.00	0.00	0.00	0.00
"ENSG00000231166_TUBB4BP6"	0.00	0.00	0.00	0.00
"ENSG00000231167_YBX1P2"	2.00	1.00	1.00	1.09
"ENSG00000231169_EEF1B2P1"	0.00	0.00	0.00	0.00
"ENSG00000231170_AC002451.1"	0.00	0.00	0.00	1.00
"ENSG00000231171_LINC01098"	0.00	0.00	1.00	0.00
"ENSG00000231172_AC007099.1"	0.00	0.00	0.00	0.00
"ENSG00000231173_AC116609.2"	0.00	0.00	0.00	0.00
"ENSG00000231175_LINC01720"	0.00	0.00	0.00	0.00
"ENSG00000231177_LINC00852"	4.00	3.00	3.00	3.00
"ENSG00000231178_AL357832.1"	0.00	0.00	0.00	0.00
"ENSG00000231181_AL954705.1"	1.00	1.00	1.00	1.00
"ENSG00000231183_AC007003.1"	0.00	0.00	0.00	0.00
"ENSG00000231184_FAM58DP"	0.00	0.00	0.00	0.00
"ENSG00000231185_SPRY4-AS1"	3.00	2.00	6.00	8.00
"ENSG00000231187_AL356056.2"	0.00	0.00	2.00	1.00
"ENSG00000231188_AL139819.1"	0.00	0.00	0.00	0.00
"ENSG00000231189_AC013448.1"	0.00	0.00	0.00	0.00
"ENSG00000231192_OR5H1"	0.00	0.00	0.00	0.00
"ENSG00000231193_AL157884.2"	0.00	0.00	0.00	0.00
"ENSG00000231194_FARP1-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231195_IFNA11P"	0.00	0.00	0.00	0.00
"ENSG00000231198_AC004987.1"	0.00	0.00	0.00	1.00
"ENSG00000231199_MTND5P19"	0.00	0.00	0.00	0.00
"ENSG00000231200_LINC01830"	0.00	0.00	0.00	0.00
"ENSG00000231201_AF127577.2"	0.00	1.00	0.00	0.00
"ENSG00000231202_TRGVB"	0.00	0.00	0.00	0.00
"ENSG00000231203_KRT8P10"	0.00	0.00	0.00	0.00
"ENSG00000231204_AC011752.1"	0.00	0.00	0.00	0.00
"ENSG00000231205_ZNF826P"	26.00	32.00	18.00	23.00
"ENSG00000231206_HNRNPA1P25"	0.00	0.00	0.00	0.00
"ENSG00000231207_FO393419.1"	0.00	0.00	0.00	0.00
"ENSG00000231208_ZBTB46-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231210_LINC01510"	0.00	0.00	1.00	1.00
"ENSG00000231211_RPL17P49"	0.00	0.00	0.00	0.00
"ENSG00000231212_AL590399.3"	0.00	1.00	1.00	1.00
"ENSG00000231213_PLSCR5"	0.00	0.00	0.00	0.00
"ENSG00000231216_GS1-600G8.3"	0.00	0.00	0.00	0.00
"ENSG00000231217_AC097347.1"	0.00	0.00	0.00	0.00
"ENSG00000231219_PRAMEF32P"	0.00	0.00	0.00	0.00
"ENSG00000231221_LINC01593"	0.00	0.00	0.00	0.00
"ENSG00000231222_ARF4P4"	0.00	0.00	0.00	0.00
"ENSG00000231226_TRIM31-AS1"	1.00	0.00	0.00	0.00
"ENSG00000231227_AC006450.1"	0.00	0.00	0.00	0.00
"ENSG00000231228_AC091874.1"	0.00	0.00	0.00	0.00
"ENSG00000231231_LINC01423"	0.00	0.00	0.00	0.00
"ENSG00000231232_AC023141.6"	0.00	0.00	0.00	0.00
"ENSG00000231233_CFAP58-AS1"	0.00	0.00	1.00	1.00
"ENSG00000231234_SKP1P1"	2.50	1.44	1.52	3.64
"ENSG00000231235_AL139811.2"	0.00	0.00	0.00	0.00
"ENSG00000231236_AP001605.1"	0.00	0.00	0.00	0.00
"ENSG00000231237_OR6K1P"	0.00	0.00	0.00	0.00
"ENSG00000231238_LINC00349"	0.00	0.00	0.00	0.00
"ENSG00000231240_KLF2P1"	0.00	0.00	0.00	0.00
"ENSG00000231241_RPS3AP3"	0.00	0.00	0.00	0.00
"ENSG00000231243_AC116038.1"	0.00	0.00	0.00	0.00
"ENSG00000231244_PSMC1P3"	0.00	0.00	0.00	0.00
"ENSG00000231245_C1DP1"	18.28	21.93	19.78	12.87
"ENSG00000231246_AL445426.1"	0.00	0.00	0.00	0.00
"ENSG00000231248_AL935212.2"	0.00	0.00	0.00	0.00
"ENSG00000231249_ITPR1-AS1"	1.00	0.00	2.00	0.00
"ENSG00000231251_AL021921.1"	0.00	0.00	0.00	0.00
"ENSG00000231252_AC099792.1"	0.00	0.00	1.00	0.00
"ENSG00000231253_LINC01640"	0.00	0.00	0.00	0.00
"ENSG00000231254_PCED1CP"	0.00	0.00	0.00	0.00
"ENSG00000231255_AC005009.1"	0.00	0.00	0.00	0.00
"ENSG00000231256_C17orf105"	0.00	0.00	0.00	1.00
"ENSG00000231258_ZSWIM5P2"	0.00	0.00	0.00	0.00
"ENSG00000231259_AC125232.1"	55.94	76.49	65.02	58.52
"ENSG00000231261_HMGN2P10"	0.00	0.00	0.00	0.00
"ENSG00000231264_ARAFP1"	0.00	0.00	0.00	0.00
"ENSG00000231265_TRERNA1"	0.00	0.00	0.00	0.00
"ENSG00000231266_AC010745.3"	0.00	0.00	0.00	0.00
"ENSG00000231270_AL772284.1"	0.00	0.00	0.00	0.00
"ENSG00000231271_AP000350.3"	0.00	0.00	0.00	0.00
"ENSG00000231272_AL122008.1"	0.00	0.00	0.00	0.00
"ENSG00000231274_SBK3"	7.00	2.00	4.00	3.00
"ENSG00000231276_E2F4P1"	0.00	0.00	0.00	0.00
"ENSG00000231278_AC013469.1"	0.00	0.00	0.00	0.00
"ENSG00000231280_SALL4P6"	0.00	0.00	0.00	0.00
"ENSG00000231290_APCDD1L-AS1"	24.00	36.00	30.00	43.00
"ENSG00000231291_AC106799.1"	0.00	0.00	0.00	0.00
"ENSG00000231292_IGKV1OR2-108"	0.00	0.00	0.00	0.00
"ENSG00000231293_RPL36AP6"	0.00	0.00	0.00	0.00
"ENSG00000231295_AC004888.1"	0.00	0.00	0.00	0.00
"ENSG00000231296_AL050341.1"	0.00	0.00	0.00	0.00
"ENSG00000231297_AL627443.1"	0.00	0.00	0.00	0.00
"ENSG00000231298_LINC00704"	225.00	252.00	292.00	280.00
"ENSG00000231299_SEPT14P24"	0.00	0.00	0.00	0.00
"ENSG00000231300_EZH2P1"	0.00	0.00	0.00	0.00
"ENSG00000231301_AL645936.1"	0.00	0.00	0.00	0.00
"ENSG00000231302_RPL36P2"	0.00	0.00	0.00	0.00
"ENSG00000231304_SGO1-AS1"	5.00	4.00	4.00	6.00
"ENSG00000231305_AC112484.2"	1.05	1.00	1.02	3.00
"ENSG00000231307_RPS3P2"	0.00	0.00	0.00	1.00
"ENSG00000231310_TBL1XR1-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231311_PRYP2"	0.00	0.00	0.00	0.00
"ENSG00000231312_AC007388.1"	48.00	42.00	49.00	64.00
"ENSG00000231313_AC078875.1"	1.00	0.00	0.00	0.00
"ENSG00000231316_AL591419.1"	0.00	0.00	0.00	0.00
"ENSG00000231317_AC091812.1"	0.00	0.00	0.00	0.00
"ENSG00000231322_RPL13AP17"	0.00	0.00	0.00	0.00
"ENSG00000231324_AP000696.1"	0.00	0.00	0.00	0.00
"ENSG00000231326_AL441943.3"	0.00	0.00	0.00	0.00
"ENSG00000231327_LINC01816"	3.00	4.00	2.00	2.00
"ENSG00000231328_TPT1P7"	0.00	0.00	0.00	0.00
"ENSG00000231329_AL031772.1"	5.00	0.00	4.00	1.00
"ENSG00000231331_AC103563.3"	0.00	0.00	0.00	0.00
"ENSG00000231332_OOEP-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231333_RPL34P6"	0.00	0.00	0.00	0.00
"ENSG00000231334_AC104781.1"	0.00	0.00	0.00	0.00
"ENSG00000231335_AC121158.1"	0.00	0.00	0.00	0.00
"ENSG00000231336_AC017006.1"	0.00	0.00	1.00	0.00
"ENSG00000231340_ACTG1P10"	2.00	3.00	3.00	5.00
"ENSG00000231341_VDAC1P6"	2.00	0.00	0.00	0.00
"ENSG00000231344_AL020997.1"	0.00	0.00	0.00	0.00
"ENSG00000231345_BEND3P1"	1.00	2.00	1.00	1.06
"ENSG00000231346_LINC01160"	1.00	1.00	0.00	1.00
"ENSG00000231349_AC119749.1"	0.00	0.00	0.00	0.00
"ENSG00000231351_AC111200.2"	0.00	1.00	0.00	1.00
"ENSG00000231353_AL355994.1"	0.00	0.00	0.00	0.00
"ENSG00000231355_AP000302.1"	1.00	0.00	0.00	0.00
"ENSG00000231356_AL157698.1"	0.00	0.00	0.00	0.00
"ENSG00000231357_AC006028.1"	0.00	0.00	0.00	0.00
"ENSG00000231358_AL355516.1"	0.00	0.00	0.00	0.00
"ENSG00000231359_AC072052.1"	0.00	0.00	0.00	0.00
"ENSG00000231361_RPS29P23"	0.00	0.00	0.00	0.00
"ENSG00000231362_AC069271.1"	0.00	0.00	0.00	0.00
"ENSG00000231364_LINC01712"	0.00	0.00	0.00	0.00
"ENSG00000231365_AL359915.2"	64.00	45.00	51.00	57.00
"ENSG00000231366_RPS26P40"	0.00	0.00	0.00	0.00
"ENSG00000231367_AC011247.1"	0.00	0.00	0.00	0.00
"ENSG00000231368_RPSAP40"	0.00	0.00	0.00	0.00
"ENSG00000231369_Z97353.1"	0.00	0.00	0.00	0.00
"ENSG00000231371_AKR1B1P8"	0.00	0.00	0.00	0.00
"ENSG00000231373_GNA14-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231375_CDY17P"	0.00	0.00	0.00	0.00
"ENSG00000231376_HMGN2P16"	0.00	0.00	0.00	0.00
"ENSG00000231378_NDUFAF4P4"	0.00	0.00	0.00	0.00
"ENSG00000231381_RNF2P1"	2.00	0.00	0.00	0.00
"ENSG00000231382_NBPF21P"	0.00	0.00	0.00	0.00
"ENSG00000231383_FGF12-AS1"	0.00	0.00	0.00	0.00
"ENSG00000231384_AC007919.2"	0.00	0.00	0.00	0.00
"ENSG00000231386_AC007395.1"	0.00	0.00	0.00	0.00
"ENSG00000231388_AC079178.2"	0.00	0.00	0.00	0.00
"ENSG00000231389_HLA-DPA1"	4.00	2.00	3.00	4.00
"ENSG00000231390_SNX18P8"	0.00	0.00	0.00	0.00
"ENSG00000231392_AC244157.1"	0.00	0.00	0.00	0.00
"ENSG00000231393_AL357874.2"	0.00	0.00	0.00	0.00
"ENSG00000231394_AC099681.2"	0.00	0.00	0.00	0.00
"ENSG00000231395_ARL4AP4"	0.00	0.00	0.00	0.00
"ENSG00000231396_USP17L10"	0.00	0.00	0.00	0.00
"ENSG00000231397_AC004941.2"	0.00	0.00	0.00	0.00
